Observer ,SITE NAME,Date,Start Time,GPS waypoint,"Anth Edge, River, Interior, Both 100m",Anth Edge or Interior 100m,50m Anth or Interior,"50m Anth, Riparian, Interior, Both Anth and River",FocAl Age/Sex,Scan,Activity ,Dist to NN (m) with >10m,# NN within 5 m,lat,lon,Anth Distance,Raw River Distance
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,8,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,9,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,10,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,11,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,12,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,13,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,14,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1051,OHB5032,E,E,E,E,AF,15,R,,,10.43154303,-84.003889,12.943,113.703
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,1,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,2,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,3,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,4,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,5,F,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,6,L,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,7,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,8,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,9,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,10,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,11,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,12,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,13,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,14,R,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240530,1122,OHB5033,E,E,E,E,AM,15,L,,,10.43156298,-84.003912,15.443,112.74
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,1,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,2,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,3,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,4,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,5,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,6,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,7,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,8,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,9,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,10,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,11,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,12,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,13,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,14,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,752,OHB5034,B,E,E,B,AF,15,R,,,10.43174998,-84.00488,24.75,24.769
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,1,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,2,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,3,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,4,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,5,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,6,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,7,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,8,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,9,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,10,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,11,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,12,R,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,13,F,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,14,F,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,825,OHB5035,B,E,E,E,AF,15,L,,,10.43192902,-84.004706,26.026,50.401
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,1,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,2,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,3,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,4,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,5,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,6,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,7,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,8,L,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,9,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,10,F,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,11,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,12,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,13,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,14,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,859,OHB5036,B,E,E,B,AF,15,R,,,10.431952,-84.004731,29.61,49.041
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,1,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,2,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,3,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,4,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,5,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,6,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,7,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,8,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,9,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,10,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,11,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,12,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,13,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,14,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,929,OHB5037,B,E,E,E,AF,15,R,,,10.43196003,-84.004723,29.932,50.21
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,1,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,2,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,3,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,4,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,5,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,6,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,7,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,8,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,9,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,10,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,11,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,12,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,13,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,14,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1011,OHB5038,B,E,E,B,AF,15,R,,,10.43132803,-84.004889,8.1,8.04
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,1,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,2,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,3,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,4,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,5,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,6,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,7,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,8,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,9,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,10,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,11,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,12,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,13,R,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,14,F,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1042,OHB5039,B,E,E,B,AM,15,F,,,10.43133801,-84.004862,11.256,11.166
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,1,L,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,2,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,3,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,4,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,5,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,6,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,7,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,8,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,9,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,10,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,11,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,12,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,13,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,14,R,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1113,OHB5040,B,E,E,B,AM,15,F,,,10.43134103,-84.004938,3.417,3.429
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,1,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,2,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,3,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,4,F,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,5,F,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,6,F,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,7,F,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,8,F,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,9,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,10,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,11,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,12,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,13,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,14,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1145,OHB5041,B,E,E,B,AM,15,R,,,10.431337,-84.004974,0.487,0
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,1,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,2,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,3,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,4,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,5,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,6,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,7,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,8,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,9,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,10,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,11,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,12,R,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,13,F,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,14,F,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240531,1302,OHB5042,B,E,E,B,AM,15,F,,,10.43131697,-84.004869,9.408,9.369
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,1,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,2,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,3,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,4,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,5,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,6,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,7,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,8,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,9,L,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,10,R,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,11,F,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,12,F,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,13,F,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,14,OV,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,836,OHB5043,I,I,I,I,AM,15,F,,,10.43332502,-84.007376,142.327,142.341
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,1,F,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,2,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,3,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,4,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,5,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,6,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,7,L,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,8,F,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,9,F,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,10,F,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,11,F,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,12,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,13,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,14,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,907,OHB5044,I,I,I,I,A,15,R,,,10.43331496,-84.007178,121.842,121.892
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,1,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,2,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,3,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,4,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,5,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,6,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,7,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,8,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,9,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,10,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,11,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,12,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,13,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,14,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,939,OHB5045,I,I,I,I,A,15,R,,,10.43328596,-84.007138,118.577,118.61
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,1,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,2,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,3,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,4,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,5,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,6,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,7,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,8,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,9,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,10,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,11,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,12,R,,,10.43322603,-84.007277,135.084,135.127
Ariel Aguirre,La Selva,20240601,1009,OHB5046,I,I,I,I,A,13,M,,,10.43322603,-84.007277,135.084,135.127
